Date,SINGAPORE
2013-12,370.7102434997771
2014-01,353.9691033762183
2014-02,357.32969804979473
2014-03,367.2771130673796
2014-04,379.54077407184093
2014-05,392.9610143237695
2014-06,390.8164682500823
2014-07,416.6759723256542
2014-08,418.4703864620509
2014-09,418.5268731931272
2014-10,417.1522916474045
2014-11,424.53081542546425
2014-12,434.92020907130825
2015-01,456.5944224051937
2015-02,459.32310185183377
2015-03,480.6793576107502
2015-04,493.09007622673937
2015-05,476.94230659825854
2015-06,463.0645406678585
2015-07,444.8274905536638
2015-08,387.86600334536155
2015-09,372.1755527647596
2015-10,411.679331315818
2015-11,407.33271119891117
2015-12,398.6586578652177
2016-01,364.1494044466276
2016-02,374.96400746321217
2016-03,399.2032799776146
2016-04,399.31322020892367
2016-05,392.8914654633977
2016-06,410.89360852566136
2016-07,409.1224992931796
2016-08,402.61538664345966
2016-09,405.58651697066057
2016-10,398.97489090721126
2016-11,421.33973444897225
2016-12,416.41759425834385
2017-01,440.3221948072929
2017-02,458.79711820223474
2017-03,465.92811724474706
2017-04,458.9949288947676
2017-05,461.16948702858434
2017-06,459.9112059203749
2017-07,468.2827733443516
2017-08,461.1301190902546
2017-09,457.5194474913978
2017-10,487.5829137979655
2017-11,494.8860468249747
2017-12,495.8581793216149
2018-01,508.56195981289835
2018-02,509.1499348802785
2018-03,497.48281886854556
2018-04,538.0284331274362
2018-05,523.8293140445678
2018-06,484.720557378992
2018-07,491.9455506322409
2018-08,486.4301580614671
2018-09,497.8267295281187
2018-10,466.47773079148044
2018-11,480.64645958691364
2018-12,471.8400360584238
2019-01,497.21642063735527
2019-02,499.91917557426075
2019-03,510.234197977546
2019-04,543.458808660815
2019-05,498.57405712355086
2019-06,538.0549814990112
2019-07,545.0871403949662
2019-08,517.9091373958836
2019-09,529.544411303366
2019-10,545.5352063002281
2019-11,544.9503183255031
2019-12,552.575094205484
2020-01,540.2298500690174
2020-02,506.3170806826833
2020-03,405.9003860807411
2020-04,440.6523002408493
2020-05,420.206764819343
2020-06,434.3855051756275
2020-07,413.1751635630614
2020-08,416.52267681341937
2020-09,411.83896459535345
2020-10,403.3801355869674
2020-11,467.3527349381475
2020-12,469.0858638971615
2021-01,476.9543622068022
2021-02,490.05139103830857
2021-03,531.6726466427845
2021-04,535.6567599115947
2021-05,527.0134354473522
2021-06,529.3943319065813
2021-07,536.5592855388089
2021-08,532.5314999295674
2021-09,541.6326869447095
2021-10,565.2836420549605
2021-11,537.4061023563588
2021-12,533.2892851512859
2022-01,535.2359886157041
2022-02,527.8702399962436
2022-03,535.6717199780468
2022-04,522.8360184635977
2022-05,500.5436076124275
2022-06,474.5663717172731
2022-07,515.578395461865
2022-08,513.4031051070596
2022-09,498.8508562688951
2022-10,494.3171748893204
2022-11,528.9159734266992
2022-12,505.78200512740165
2023-01,534.21694991933
2023-02,518.8710443435874
2023-03,531.8479962754977
2023-04,519.8258084332888
2023-05,503.2371020804629
2023-06,500.15427831406726
2023-07,541.0876074478582
2023-08,503.082
2023-09,513.750
2023-10,490.753
2023-11,485.870
2023-12,514.437
2024-01,500.156
2024-02,506.376
2024-03,526.832
2024-04,553.369
2024-05,565.883
2024-06,578.066
2024-07,589.610
2024-08,607.893
2024-09,652.712
2024-10,649.877
2024,675.216
