Date,FRANCE
2013-12,163.80441750895426
2014-01,159.09656833167983
2014-02,168.48648512981362
2014-03,168.52924852091692
2014-04,172.27176013971007
2014-05,175.68022619162844
2014-06,172.52865380044787
2014-07,165.90588185215907
2014-08,170.40007365328543
2014-09,171.32958261860438
2014-10,165.13546697683182
2014-11,171.73487205493205
2014-12,168.02771164773904
2015-01,181.475145683411
2015-02,194.50829017761336
2015-03,198.208992222475
2015-04,199.58750384016454
2015-05,200.05559243952263
2015-06,191.64187432752627
2015-07,202.83932884365836
2015-08,185.95073204567626
2015-09,178.95307056098304
2015-10,195.9928553491796
2015-11,198.93266641266055
2015-12,186.9600681991147
2016-01,179.1518499845981
2016-02,176.48421047113806
2016-03,178.44325745540363
2016-04,180.7651330912985
2016-05,185.65388390139032
2016-06,175.14744424664676
2016-07,183.66539436291006
2016-08,183.47003216900603
2016-09,184.1530346538042
2016-10,187.55282771118686
2016-11,190.3234778386442
2016-12,201.95640944190612
2017-01,198.28860430043449
2017-02,202.39102987065976
2017-03,213.66284752430127
2017-04,221.07389697911177
2017-05,224.65055973874925
2017-06,218.6163476112774
2017-07,217.44031758292758
2017-08,217.9057966138062
2017-09,228.54951330071012
2017-10,235.3778091743749
2017-11,230.52443141925093
2017-12,228.39192585684629
2018-01,235.59900909897658
2018-02,228.9595119439638
2018-03,223.74596052360792
2018-04,238.52911827910665
2018-05,237.0007662640585
2018-06,234.60034744412022
2018-07,242.5988086173116
2018-08,239.1378253835729
2018-09,242.48362508241834
2018-10,225.25588100281888
2018-11,221.42374419873303
2018-12,209.2970994476031
2019-01,220.70565581466545
2019-02,231.61237528553306
2019-03,235.89440082372528
2019-04,247.24734138457347
2019-05,233.42696814603852
2019-06,247.6845821221191
2019-07,247.24824525414706
2019-08,245.71903758623966
2019-09,254.2819176384653
2019-10,257.4562351902256
2019-11,264.9619093832571
2019-12,267.9689124624131
2020-01,262.2062139097187
2020-02,241.0607957138679
2020-03,198.6007199548841
2020-04,207.70534886329116
2020-05,214.61707705072772
2020-06,225.3517628687426
2020-07,219.94246408244462
2020-08,227.85085271736597
2020-09,221.79324294715968
2020-10,212.58136667490356
2020-11,254.46922673060223
2020-12,255.84535248674845
2021-01,249.70883651486713
2021-02,262.3861396026642
2021-03,278.1301770774173
2021-04,288.2682114469496
2021-05,297.21711487295437
2021-06,300.63522060478584
2021-07,305.7536197829302
2021-08,309.12583031514947
2021-09,301.3734391423185
2021-10,315.2631898997183
2021-11,310.4216515985369
2021-12,328.98964522925615
2022-01,321.02836890207857
2022-02,306.1096222299613
2022-03,307.0364059477001
2022-04,303.08459390854955
2022-05,303.3723602922239
2022-06,278.5531487667216
2022-07,303.9180152474043
2022-08,288.62105617655664
2022-09,270.86988105663517
2022-10,293.91305193290856
2022-11,315.4393297367152
2022-12,303.80626421663476
2023-01,332.1302441326985
2023-02,339.7511078722213
2023-03,342.07275234767707
2023-04,352.2926638339276
2023-05,337.5843886848978
2023-06,351.6422341346415
2023-07,355.5396015266974
2023-08,347.174
2023-09,337.059
2023-10,324.823
2023-11,344.749
2023-12,356.348
2024-01,362.572
2024-02,373.567
2024-03,385.926
2024-04,378.698
2024-05,384.054
2024-06,359.805
2024-07,364.823
2024-08,370.166
2024-09,372.075
2024-10,361.943
2024-11,361.426
