Date,AC ASEAN
2013-12,3022.4404573859674
2014-01,2979.561690863104
2014-02,3062.6046084189593
2014-03,3159.4121976023876
2014-04,3227.3679036148014
2014-05,3303.634662322839
2014-06,3329.404652278231
2014-07,3513.7784248887588
2014-08,3594.5791049644954
2014-09,3637.7172745830057
2014-10,3653.250407700128
2014-11,3656.7819253327575
2014-12,3655.895541117752
2015-01,3904.5613387260823
2015-02,3984.285489331032
2015-03,4144.480218385273
2015-04,4016.841927183962
2015-05,3954.8968003816144
2015-06,3775.653556441966
2015-07,3660.322568510172
2015-08,3227.4716135954054
2015-09,3060.7824153392917
2015-10,3344.7059821043626
2015-11,3407.979415450259
2015-12,3318.264423973647
2016-01,3266.1240696357645
2016-02,3329.896548971808
2016-03,3482.100390761747
2016-04,3433.542854456256
2016-05,3412.860643806093
2016-06,3588.089600904292
2016-07,3652.570320196141
2016-08,3689.632845793187
2016-09,3621.3332628273934
2016-10,3640.6474067402755
2016-11,3562.0939577580707
2016-12,3621.9344555548187
2017-01,3691.958758228779
2017-02,3815.740736036585
2017-03,3908.8230045356777
2017-04,3918.798767375895
2017-05,3887.242067980408
2017-06,3868.0441216333584
2017-07,3833.611692441627
2017-08,3819.744034333741
2017-09,3856.6879205345126
2017-10,3996.678716904838
2017-11,3979.5553925199815
2017-12,4131.615633872173
2018-01,4209.249207175095
2018-02,4237.254158690835
2018-03,4107.820050159493
2018-04,4214.409102818193
2018-05,4132.041324017766
2018-06,3845.287547025944
2018-07,4000.58997568726
2018-08,4041.8638331428565
2018-09,4046.077348207042
2018-10,3888.305889875074
2018-11,4016.7702662488437
2018-12,3968.763292342108
2019-01,4210.533874942419
2019-02,4201.443266499473
2019-03,4244.025610860541
2019-04,4355.338872747391
2019-05,4210.437695363391
2019-06,4409.064485471071
2019-07,4464.570245232266
2019-08,4330.866639409493
2019-09,4342.6401857440815
2019-10,4342.751312597577
2019-11,4322.05955969781
2019-12,4386.416081728533
2020-01,4216.447691361535
2020-02,3869.1686569414874
2020-03,3119.8904154709107
2020-04,3446.0504971673568
2020-05,3452.952705577071
2020-06,3563.350594725558
2020-07,3432.4242361744186
2020-08,3384.858889459472
2020-09,3251.5932998679345
2020-10,3289.699476412557
2020-11,3711.3142071019683
2020-12,3765.225811750399
2021-01,3723.0524081409253
2021-02,3788.9605081709765
2021-03,3918.760913127429
2021-04,3876.1259750705603
2021-05,3823.0915749685955
2021-06,3815.0485213250336
2021-07,3686.4154858441907
2021-08,3929.334203108387
2021-09,3925.021160651929
2021-10,4100.365503624472
2021-11,4007.409886597525
2021-12,4050.7573892014984
2022-01,4089.8022669530305
2022-02,4192.6779186620315
2022-03,4249.662094570799
2022-04,4302.014541894294
2022-05,4176.223374665645
2022-06,3907.587644983288
2022-07,4120.231861048162
2022-08,4256.565195816218
2022-09,4095.7428334142282
2022-10,4116.875507660436
2022-11,4292.596815534277
2022-12,4130.112449674569
2023-01,4258.736856912267
2023-02,4117.248290985363
2023-03,4171.638867633737
2023-04,4112.617579282271
2023-05,4056.2048942320516
2023-06,3961.7194519282975
2023-07,4192.363673079693
2023-08,4044.265
2023-09,4025.273
2023-10,3849.678
2023-11,3859.44
2023-12,4010.496
2024-01,3934.526
2024-02,4025.054
2024-03,4092.003
2024-04,4098.84
2024-05,4033.637
2024-06,4105.134
2024-07,4233.453
2024-08,4473.778
2024-09,4722.389
2024-10,4630.168
