Date,CHINA
2013-12,265.9044338923611
2014-01,253.50096814410918
2014-02,254.01358452675856
2014-03,250.25457766651527
2014-04,243.08090292340736
2014-05,258.5218082116044
2014-06,265.8225304174685
2014-07,293.9985224863761
2014-08,299.313021215308
2014-09,292.19006608029434
2014-10,307.3012207143636
2014-11,313.68061683627747
2014-12,326.90909133214035
2015-01,358.4823955576179
2015-02,372.34093189899187
2015-03,398.22035388358125
2015-04,445.32787667193674
2015-05,438.3116077210211
2015-06,407.04127647921297
2015-07,366.2939401282302
2015-08,318.97808774847914
2015-09,314.00753914614046
2015-10,346.11419956751666
2015-11,349.7956228227825
2015-12,335.65781965259845
2016-01,294.1150509169984
2016-02,285.49132321739165
2016-03,304.61070756974595
2016-04,302.46988083759595
2016-05,308.8532675539401
2016-06,312.80997973864186
2016-07,321.61116798360126
2016-08,346.70505820290674
2016-09,352.2884394176119
2016-10,354.16435216679184
2016-11,361.6025190970832
2016-12,348.796997985269
2017-01,363.52781727777057
2017-02,382.8025120099892
2017-03,388.43442789704426
2017-04,391.68879322093534
2017-05,399.3179332003479
2017-06,402.7607669865058
2017-07,424.24585675955285
2017-08,438.4542662927789
2017-09,445.5209411353996
2017-10,470.08697983940385
2017-11,466.4436690297027
2017-12,472.0275988656445
2018-01,511.8159933090196
2018-02,489.2901710766364
2018-03,469.261276187964
2018-04,477.5568259594309
2018-05,503.3675927703181
2018-06,476.9898595866839
2018-07,464.0985505802034
2018-08,448.9940909397212
2018-09,443.47504537916916
2018-10,402.4698883760069
2018-11,432.2748606739342
2018-12,402.240121869803
2019-01,445.04942280397825
2019-02,463.9502006365331
2019-03,481.9600682288904
2019-04,493.64125790894843
2019-05,431.4829772504535
2019-06,456.1265789395162
2019-07,464.00380365723726
2019-08,449.487192102319
2019-09,453.92778672397196
2019-10,461.47868266353004
2019-11,475.266513150077
2019-12,505.7296794273254
2020-01,487.65121579633615
2020-02,496.76345082048016
2020-03,464.51526469703407
2020-04,494.7251751332735
2020-05,484.7374898150044
2020-06,523.1957809751136
2020-07,543.8674415169078
2020-08,568.2705203422851
2020-09,563.7253230869102
2020-10,597.5164530767432
2020-11,597.9918646818536
2020-12,600.8036804293348
2021-01,649.6340601555361
2021-02,643.4899310727435
2021-03,622.8026898132687
2021-04,616.4966221580147
2021-05,611.661076004248
2021-06,631.2331402514651
2021-07,543.8959987371381
2021-08,546.3827658936011
2021-09,528.5662085934476
2021-10,546.0462262973018
2021-11,527.879601120548
2021-12,506.02488319920985
2022-01,498.1939402034251
2022-02,477.827489584363
2022-03,443.7883020070292
2022-04,448.9467676988686
2022-05,447.3264736750534
2022-06,488.4334522482218
2022-07,453.23147135578466
2022-08,460.61350277864744
2022-09,403.9792296008306
2022-10,333.11314550919644
2022-11,414.7441821309588
2022-12,420.9437250769624
2023-01,462.38827313219963
2023-02,424.4003885273666
2023-03,432.97176904256594
2023-04,404.1150724136622
2023-05,383.19586917305526
2023-06,389.3068808952181
2023-07,426.67410937296705
2023-08,394.620
2023-09,393.395
2023-10,377.250
2023-11,374.670
2023-12,361.153
2024-01,328.296
2024-02,357.202
2024-03,361.289
2024-04,388.991
2024-05,392.322
2024-06,389.883
2024-07,381.024
2024-08,376.230
2024-09,462.345
2024-10,449.527
2024-11,470.047
